,HT Capabilities,HT Capabilities,HT Capabilities,Extended Capabilities,Extended Capabilities,Extended Capabilities,Vendor Specific Tags,Vendor Specific Tags,Vendor Specific Tags,Supported Rates,Supported Rates,Supported Rates,Extended Supported Rates,Extended Supported Rates,Extended Supported Rates,VHT Capabilities,VHT Capabilities,VHT Capabilities,HE Capabilities,HE Capabilities,HE Capabilities
,min_length,max_length,mean_length,min_length,max_length,mean_length,min_length,max_length,mean_length,min_length,max_length,mean_length,min_length,max_length,mean_length,min_length,max_length,mean_length,min_length,max_length,mean_length
MAC Address,,,,,,,,,,,,,,,,,,,,,
da:6c:84:ff:16:37,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
da:6c:9c:59:4d:94,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
da:78:c9:ef:29:38,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
da:7a:fe:43:6f:63,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
da:7b:59:14:f5:0b,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
da:7d:97:83:fd:09,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
da:84:50:6d:ef:36,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
da:86:4e:98:40:f3,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
da:8e:59:26:62:a7,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:8f:58:93:d3:dd,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:99:0d:d5:dc:c9,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
da:9e:70:6f:43:43,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
da:a1:19:00:17:f9,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:00:c7:6f,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:02:16:95,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:02:20:26,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:02:68:3c,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:03:39:36,52,52,52.0,11,11,11.0,38,38,38.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:03:44:ec,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:03:99:a0,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:03:ec:1d,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:04:00:fc,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:04:24:20,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:04:5a:63,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:04:a3:0b,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:04:a3:53,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:04:fb:d8,52,52,52.0,11,11,11.0,38,38,38.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:05:11:80,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:05:12:d2,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:05:22:f8,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:05:6d:0c,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:06:44:b3,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:06:4f:c6,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:06:79:04,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:06:86:77,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:06:bb:39,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:07:31:aa,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:07:3a:36,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:07:8e:2d,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:07:9d:bd,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:07:a6:1f,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:07:b9:b3,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:08:02:44,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:08:03:3d,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:08:3b:6e,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:08:6c:29,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:08:90:4d,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:08:a7:b2,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:08:b8:99,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:08:ba:46,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:08:ba:6c,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:08:c7:9e,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:08:fc:85,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:09:00:58,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:09:0d:61,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:09:16:c8,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:09:16:f1,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:09:71:47,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:09:a4:5f,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:09:b3:53,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:09:b4:bf,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:0a:2f:db,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:0a:5f:a1,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:0a:67:fa,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:0a:7e:84,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:0a:a9:59,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:0a:a9:7d,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:0b:01:39,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:0b:8a:8d,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:0b:b5:47,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:0c:46:e9,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:0d:04:f2,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:0d:17:ce,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:0d:3f:77,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:0d:62:01,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:0d:7a:f4,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:0d:9b:9d,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:0d:e3:ee,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:0e:08:a7,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:0e:0b:1f,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:0e:77:e6,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:0e:ad:ef,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:0f:09:df,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:0f:3b:cc,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:0f:57:dc,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:0f:8e:fe,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:0f:bf:5e,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:0f:bf:93,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:0f:c1:aa,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:0f:f8:18,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:10:0a:de,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:10:66:5e,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:10:ea:8f,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:10:f7:ba,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:10:f9:bc,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:11:2e:82,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:11:55:f6,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:11:58:1a,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:11:68:f6,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:11:71:a5,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:11:79:f9,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:11:a4:dc,52,52,52.0,11,11,11.0,38,38,38.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:11:b0:73,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:11:e1:cc,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:11:ea:fb,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:11:f2:bf,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:12:7d:2a,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:12:e8:87,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:13:4f:d4,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:13:7b:51,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:13:9f:d7,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:13:f2:74,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:13:f5:66,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:14:1a:5f,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:14:2a:16,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:14:5b:9c,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:14:7d:be,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:14:94:a2,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:14:dd:29,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:15:21:c9,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:15:33:d2,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:15:46:1c,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:15:46:e5,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:15:95:21,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:15:ca:81,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:15:eb:b4,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:15:fe:b0,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:16:7b:c9,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:16:7e:0a,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:16:af:7a,52,52,52.0,11,11,11.0,38,38,38.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:16:b5:8b,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:16:c1:f0,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:16:d8:bd,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:17:18:e0,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:17:24:fa,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:17:4a:d8,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:17:7f:55,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:17:dc:a1,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:17:ed:8c,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:18:01:c4,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:18:15:99,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:18:21:b3,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:18:36:28,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:18:70:98,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:18:9a:74,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:18:c8:5c,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:19:07:ca,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:19:23:c4,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:19:53:4e,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:19:6b:e3,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:19:81:9f,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:19:cb:c5,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:19:e2:09,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:1a:03:23,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:1a:79:76,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:1a:96:c0,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:1a:af:96,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:1a:b7:c1,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:1a:ca:08,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:1a:cc:7e,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:1a:cc:8f,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:1a:fb:1f,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:1b:04:35,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:1b:04:b6,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:1b:21:5a,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:1b:88:4f,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:1b:9a:86,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:1b:f1:fc,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:1c:47:53,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:1c:84:5a,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:1c:95:69,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:1d:2d:a5,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:1d:60:8a,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:1d:85:5b,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:1d:bc:35,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:1d:d0:be,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:1e:14:59,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:1e:51:84,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:1e:58:b0,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:1e:5c:e4,52,52,52.0,11,11,11.0,38,38,38.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:1e:71:b7,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:1e:b5:a8,52,52,52.0,11,11,11.0,38,38,38.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:1e:bd:36,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:1e:ee:d6,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:1e:f4:dd,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:1f:35:85,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:1f:38:3d,52,52,52.0,11,11,11.0,38,38,38.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:1f:40:6c,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:1f:9b:1a,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:20:09:bb,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:20:27:8b,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:20:85:eb,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:20:ae:67,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:21:76:90,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
